ticket class,gender,age,sibl. sp.,par. ch.,ticket fare,embarked
1,31,0,2,164.8667
3,31,1,1,20.525
2,31,0,0,13
1,31,1,0,57
3,31,0,0,7.925
3,31,0,0,8.6833
2,31,1,1,26.25
3,32,0,0,56.4958
2,32,0,0,13
3,32,0,0,8.05
2,32,1,0,26
3,32,0,0,7.8542
3,32,0,0,7.925
3,32,0,0,56.4958
2,32.5,0,0,13
3,33,3,0,15.85
2,33,1,2,27.75
2,33,0,2,26
1,33,0,0,86.5
1,33,1,0,53.1
2,34,0,0,13
2,34,0,1,23
2,34,1,1,32.5
1,34,0,0,26.55
2,34,0,0,10.5
2,34,0,0,13
1,35,1,0,53.1
2,35,0,0,21
1,35,1,0,83.475
1,35,0,0,135.6333
3,35,1,1,20.25
1,35,1,0,52
1,35,1,0,90
1,35,0,0,26.2875
2,36,0,0,13
2,36,0,0,13
1,36,1,2,120
1,36,0,0,26.2875
2,36,1,0,26
1,36,0,2,71
3,36,1,0,17.4
1,36,0,0,26.3875
1,36,1,2,120
1,37,1,1,52.5542
3,38,1,5,31.3875
1,38,1,0,90
3,39,0,0,7.925
1,39,1,1,79.65
1,39,1,0,55.9
2,40,0,0,15.75
2,40,0,0,13
1,40,0,0,153.4625
2,40,1,1,39
2,41,0,1,19.5
2,42,0,0,13
2,42,1,0,26
1,42,1,0,52.5542
1,42,0,0,26.2875
2,42,0,0,13
1,43,0,1,211.3375
3,44,0,0,7.925
1,45,0,0,26.55
3,45,0,0,8.05
2,45,1,1,26.25
2,45,0,0,13.5
1,45,1,1,164.8667
1,47,1,1,52.5542
1,48,0,0,26.55
1,48,1,0,52
2,48,1,2,65
1,48,0,0,25.9292
1,49,0,0,25.9292
2,50,0,1,26
2,50,0,0,10.5
2,50,0,0,10.5
1,50,2,0,133.65
1,51,1,0,77.9583
1,51,0,0,26.55
1,52,0,0,30.5
1,52,1,1,93.5
1,53,2,0,51.4792
2,54,1,3,23
2,55,0,0,16
1,58,0,0,26.55
1,58,0,1,153.4625
2,62,0,0,10.5
1,63,1,0,77.9583
3,63,0,0,9.5875
1,80,0,0,30
